[authlib-injector] [INFO] Logging file: F:\ModTest\versions\1.16.5-Forge\authlib-injector.log
[authlib-injector] [INFO] Version: 1.2.7
[authlib-injector] [INFO] Authentication server: http://localhost:50015
[authlib-injector] [WARNING] You are using HTTP protocol, which is INSECURE! Please switch to HTTPS if possible.
2026-08-30 07:26:31,744 main ERROR Error processing element Queue ([Appenders: null]): CLASS_NOT_FOUND
2026-08-30 07:26:32,181 main ERROR Unable to locate appender "ServerGuiConsole" for logger config "root"
[07:26:32] [main/INFO]: ModLauncher running: args [--username, 165, --version, 1.16.5-Forge, --gameDir, F:\ModTest\versions\1.16.5-Forge, --assetsDir, F:\ModTest\assets, --assetIndex, 1.16, --uuid, 9ec8cd4d374a31d2acee87a84f0d903d, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, HMCL 3.16.0.348, --width, 1280, --height, 768, --launchTarget, fmlclient, --fml.forgeVersion, 36.2.42, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20210115.111550]
[07:26:33] [main/INFO]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 17.0.11 by Oracle Corporation
[07:26:34] [main/INFO]: Added Lets Encrypt root certificates as additional trust
[07:26:43] [pool-3-thread-1/INFO]: Wrote 15643 byte class file net.minecraft.block.LecternBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.LecternBlock.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 4129 byte class file net.minecraft.block.SmithingTableBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.SmithingTableBlock.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 4327 byte class file net.minecraft.block.NyliumBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.NyliumBlock.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 4674 byte class file net.minecraft.block.FungusBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.FungusBlock.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 2309 byte class file net.minecraft.block.NetherRootsBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.NetherRootsBlock.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 6063 byte class file net.minecraft.block.StructureBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.StructureBlock.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 8066 byte class file net.minecraft.block.JigsawBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.JigsawBlock.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 20980 byte class file net.minecraft.block.BeehiveBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.BeehiveBlock.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 111265 byte class file net.minecraft.entity.Entity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.Entity.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 52250 byte class file net.minecraft.world.World to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.world.World.class
[07:26:43] [pool-3-thread-1/INFO]: Wrote 10664 byte class file net.minecraft.entity.item.ExperienceOrbEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.item.ExperienceOrbEntity.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 80939 byte class file net.minecraft.entity.player.PlayerEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.player.PlayerEntity.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2868 byte class file net.minecraftforge.event.world.BlockEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1512 byte class file net.minecraftforge.event.world.BlockEvent$CropGrowEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$CropGrowEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1651 byte class file net.minecraftforge.event.world.BlockEvent$CropGrowEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$CropGrowEvent$Post.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1589 byte class file net.minecraftforge.event.world.BlockEvent$CropGrowEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$CropGrowEvent$Pre.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1867 byte class file net.minecraftforge.event.world.BlockEvent$FarmlandTrampleEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$FarmlandTrampleEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1487 byte class file net.minecraftforge.event.entity.EntityEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1570 byte class file net.minecraftforge.event.entity.living.LivingEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1599 byte class file net.minecraftforge.event.entity.living.LivingAttackEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingAttackEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1466 byte class file net.minecraftforge.event.entity.living.LivingDeathEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingDeathEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1588 byte class file net.minecraftforge.event.entity.living.LootingLevelEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LootingLevelEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2283 byte class file net.minecraftforge.event.entity.living.LivingDropsEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingDropsEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2272 byte class file net.minecraftforge.event.entity.living.LivingKnockBackEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingKnockBackEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1718 byte class file net.minecraftforge.event.entity.living.LivingFallEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingFallEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1684 byte class file net.minecraftforge.event.entity.living.LivingHurtEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingHurtEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1690 byte class file net.minecraftforge.event.entity.living.LivingDamageEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingDamageEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1120 byte class file net.minecraftforge.event.entity.living.LivingEvent$LivingJumpEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEvent$LivingJumpEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1262 byte class file net.minecraftforge.event.entity.living.LivingEvent$LivingUpdateEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEvent$LivingUpdateEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1330 byte class file net.minecraftforge.event.DifficultyChangeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.DifficultyChangeEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2191 byte class file net.minecraftforge.event.ServerChatEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.ServerChatEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 75770 byte class file net.minecraft.entity.player.ServerPlayerEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.player.ServerPlayerEntity.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2981 byte class file net.minecraftforge.event.world.BlockEvent$BreakEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BlockEvent$BreakEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 3046 byte class file net.minecraftforge.event.entity.player.PlayerEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2088 byte class file net.minecraftforge.event.entity.player.AnvilRepairEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.AnvilRepairEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2925 byte class file net.minecraftforge.event.AnvilUpdateEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.AnvilUpdateEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 4796 byte class file net.minecraftforge.event.entity.player.PlayerInteractEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerInteractEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2251 byte class file net.minecraftforge.event.entity.player.PlayerInteractEvent$EntityInteractSpecific to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerInteractEvent$EntityInteractSpecific.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2745 byte class file net.minecraftforge.event.entity.player.PlayerInteractEvent$LeftClickBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerInteractEvent$LeftClickBlock.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1638 byte class file net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickEmpty to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickEmpty.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1880 byte class file net.minecraftforge.event.entity.player.PlayerEvent$PlayerChangeGameModeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$PlayerChangeGameModeEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1771 byte class file net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickItem to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickItem.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1646 byte class file net.minecraftforge.event.entity.player.PlayerInteractEvent$LeftClickEmpty to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerInteractEvent$LeftClickEmpty.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 3400 byte class file net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickBlock to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickBlock.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1382 byte class file net.minecraftforge.event.entity.player.AdvancementEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.AdvancementEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2762 byte class file net.minecraftforge.event.world.NoteBlockEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.NoteBlockEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2276 byte class file net.minecraftforge.event.world.NoteBlockEvent$Change to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.NoteBlockEvent$Change.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2620 byte class file net.minecraftforge.event.entity.EntityAttributeCreationEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityAttributeCreationEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 6123 byte class file net.minecraftforge.event.entity.EntityAttributeModificationEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityAttributeModificationEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1236 byte class file net.minecraftforge.event.entity.item.ItemEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.item.ItemEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1489 byte class file net.minecraftforge.event.entity.item.ItemTossEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.item.ItemTossEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1972 byte class file net.minecraftforge.event.entity.player.PlayerInteractEvent$EntityInteract to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerInteractEvent$EntityInteract.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 2144 byte class file net.minecraftforge.event.entity.player.CriticalHitEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.CriticalHitEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 3707 byte class file net.minecraftforge.event.world.BiomeLoadingEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.BiomeLoadingEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1846 byte class file net.minecraftforge.event.entity.living.LivingEvent$LivingVisibilityEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEvent$LivingVisibilityEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1328 byte class file net.minecraftforge.event.entity.living.LivingSetAttackTargetEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingSetAttackTargetEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1468 byte class file net.minecraftforge.event.entity.player.PlayerEvent$Visibility to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$Visibility.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1771 byte class file net.minecraftforge.event.entity.EntityTravelToDimensionEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityTravelToDimensionEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 4029 byte class file net.minecraftforge.event.ItemAttributeModifierEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.ItemAttributeModifierEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 1478 byte class file net.minecraftforge.event.entity.player.AttackEntityEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.AttackEntityEvent.class
[07:26:44] [pool-3-thread-1/INFO]: Wrote 77520 byte class file net.minecraft.util.SoundEvents to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.util.SoundEvents.class
[07:26:45] [pool-3-thread-1/INFO]: Wrote 9905 byte class file net.minecraft.tags.BlockTags to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.tags.BlockTags.class
[07:26:45] [pool-3-thread-1/INFO]: Wrote 3637 byte class file net.minecraft.tags.FluidTags to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.tags.FluidTags.class
[07:26:45] [pool-3-thread-1/INFO]: Wrote 1943 byte class file net.minecraftforge.event.world.NoteBlockEvent$Play to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.NoteBlockEvent$Play.class
[07:26:45] [pool-3-thread-1/INFO]: Wrote 7390 byte class file net.minecraft.tags.ItemTags to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.tags.ItemTags.class
[07:26:45] [pool-3-thread-1/INFO]: Wrote 1379 byte class file net.minecraftforge.event.TagsUpdatedEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.TagsUpdatedEvent.class
[07:26:45] [pool-3-thread-1/INFO]: Wrote 1124 byte class file net.minecraftforge.event.TagsUpdatedEvent$VanillaTagTypes to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.TagsUpdatedEvent$VanillaTagTypes.class
[07:26:45] [pool-3-thread-1/INFO]: Wrote 3447 byte class file net.minecraft.tags.TagRegistry$NamedTag to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.tags.TagRegistry$NamedTag.class
[07:26:46] [pool-3-thread-1/INFO]: Wrote 5396 byte class file net.minecraft.potion.Effects to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.potion.Effects.class
[07:26:46] [pool-3-thread-1/INFO]: Wrote 6558 byte class file net.minecraft.entity.item.TNTEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.item.TNTEntity.class
[07:26:46] [pool-3-thread-1/INFO]: Wrote 8998 byte class file net.minecraft.particles.ParticleTypes to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.particles.ParticleTypes.class
[07:26:46] [pool-3-thread-1/INFO]: Wrote 2833 byte class file net.minecraft.particles.BasicParticleType to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.particles.BasicParticleType.class
[07:26:46] [pool-3-thread-1/INFO]: Wrote 12807 byte class file net.minecraft.tileentity.ChestTileEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.tileentity.ChestTileEntity.class
[07:26:46] [pool-3-thread-1/INFO]: Wrote 1847 byte class file net.minecraft.block.WoodType to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.block.WoodType.class
[07:26:46] [pool-3-thread-1/INFO]: Wrote 12597 byte class file net.minecraft.entity.passive.SnowGolemEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.passive.SnowGolemEntity.class
[07:26:46] [pool-3-thread-1/INFO]: Wrote 52699 byte class file net.minecraft.entity.MobEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.MobEntity.class
[07:26:47] [pool-3-thread-1/INFO]: Wrote 23441 byte class file net.minecraft.entity.boss.WitherEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.boss.WitherEntity.class
[07:26:47] [pool-3-thread-1/INFO]: Wrote 12119 byte class file net.minecraft.inventory.container.RepairContainer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.inventory.container.RepairContainer.class
[07:26:47] [pool-3-thread-1/INFO]: Wrote 20433 byte class file net.minecraft.tileentity.HopperTileEntity to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.tileentity.HopperTileEntity.class
[07:26:48] [pool-3-thread-1/INFO]: Wrote 9173 byte class file net.minecraft.inventory.container.CartographyContainer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.inventory.container.CartographyContainer.class
[07:26:49] [pool-3-thread-1/INFO]: Wrote 1105 byte class file net.minecraftforge.event.entity.EntityEvent$EntityConstructing to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityEvent$EntityConstructing.class
[07:26:49] [pool-3-thread-1/INFO]: Wrote 5387 byte class file net.minecraft.entity.EntityClassification to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.entity.EntityClassification.class
[07:26:50] [pool-3-thread-1/INFO]: Wrote 3973 byte class file net.minecraft.tags.EntityTypeTags to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.tags.EntityTypeTags.class
[07:26:50] [pool-3-thread-1/INFO]: Wrote 1852 byte class file net.minecraftforge.event.entity.living.PotionEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.PotionEvent.class
[07:26:50] [pool-3-thread-1/INFO]: Wrote 1232 byte class file net.minecraftforge.event.entity.living.PotionEvent$PotionExpiryEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.PotionEvent$PotionExpiryEvent.class
[07:26:50] [pool-3-thread-1/INFO]: Wrote 2091 byte class file net.minecraftforge.event.entity.living.PotionEvent$PotionRemoveEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.PotionEvent$PotionRemoveEvent.class
[07:26:50] [pool-3-thread-1/INFO]: Wrote 1670 byte class file net.minecraftforge.event.entity.living.PotionEvent$PotionApplicableEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.PotionEvent$PotionApplicableEvent.class
[07:26:50] [pool-3-thread-1/INFO]: Wrote 1882 byte class file net.minecraftforge.event.entity.living.LivingEquipmentChangeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEquipmentChangeEvent.class
